pid,Image,HOO_Position,Total_Hits_Button,Total_Hits_H_D1,Total_Hits_H_D2,Total_Hits_H_N1,Total_Hits_H_N2,Total_Hits_H_O,Total_Hits_Instruction,Total_Hits_L_D1,Total_Hits_L_N1,Total_Hits_L_O,Total_Hits_Outside_of_AOIs,Total_Hits_R_D,Total_Hits_R_N,Total_Hits_Timer,New_Hits_Button,New_Hits_H_D1,New_Hits_H_D2,New_Hits_H_N1,New_Hits_H_N2,New_Hits_H_O,New_Hits_Instruction,New_Hits_L_D1,New_Hits_L_N1,New_Hits_L_O,New_Hits_Outside_of_AOIs,New_Hits_R_D,New_Hits_R_N,New_Hits_Timer,Total_AOI_Hits_All,New_AOI_Hits_All
wpi61731u428574p274,P3.png,Left,40,45,102,46,32,63,137,4,6,5,1510,26,61,4,17,20,37,22,15,29,45,2,3,2,159,10,26,2,571,230
wpi61731u428574p274,P4.png,Left,11,24,28,0,4,17,63,4,0,0,548,22,28,2,6,11,10,0,2,6,23,1,0,0,68,11,12,1,203,83
wpi61731u428574p274,P5.png,Left,12,20,21,4,2,10,38,14,10,12,672,24,22,0,6,10,9,2,1,4,18,5,5,5,67,10,10,0,189,85
wpi61731u428574p274,P6.png,Left,24,40,53,12,14,14,116,34,8,10,1484,28,47,2,11,16,22,3,6,6,43,15,4,5,124,14,21,1,402,167
wpi61731u428574p274,P7.png,Right,8,33,15,8,8,6,148,89,26,22,1269,19,43,0,4,15,6,3,3,3,50,36,12,11,140,7,18,0,425,168
wpi61731u428574p274,P8.png,Right,37,97,44,40,21,58,137,136,163,132,1763,52,48,6,16,40,18,15,7,21,43,52,62,59,279,22,21,3,971,379
wpi61731u428574p274,P9.png,Right,8,69,37,20,37,34,119,34,20,29,2010,18,48,14,4,31,15,9,16,16,49,13,6,13,164,9,24,5,487,210
wpi617z337n71914500,IC1.png,Left,20,42,40,31,50,42,110,17,13,18,2050,10,18,22,7,18,14,12,20,16,37,7,5,9,121,4,7,9,433,165
wpi617z337n71914500,IC10.png,Right,14,23,15,38,38,18,56,27,15,19,1538,4,12,41,5,10,7,17,17,9,21,12,7,7,107,2,6,18,320,138
wpi617z337n71914500,IC11.png,Right,35,36,8,2,2,12,318,24,4,10,3573,73,54,0,15,16,4,1,1,5,110,11,2,5,175,30,23,0,578,223
wpi617z337n71914500,IC12.png,Right,15,12,55,25,69,22,22,2,4,2,3991,15,11,13,6,5,23,11,27,10,9,1,2,1,93,6,5,6,267,112
wpi617z337n71914500,IC2.png,Left,34,13,82,16,55,28,35,84,79,62,3998,22,42,24,16,4,32,6,19,10,13,34,31,26,193,10,17,12,576,230
wpi617z337n71914500,IC3.png,Left,6,0,7,14,14,4,4,21,39,13,2855,2,10,14,1,0,2,6,7,2,2,9,16,6,53,1,4,5,148,61
wpi617z337n71914500,IC4.png,Left,14,75,68,64,31,42,136,10,9,26,2555,33,33,8,6,30,21,26,11,18,51,4,4,9,167,15,12,4,549,211
wpi617z337n71914500,IC5.png,Left,2,6,8,27,24,8,8,24,61,25,2872,2,4,10,1,3,3,11,10,4,4,10,24,9,72,1,2,5,209,87
wpi617z337n71914500,IC6.png,Left,0,10,9,13,11,11,10,19,41,10,3846,0,2,12,0,5,4,4,5,4,5,8,18,5,58,0,1,5,148,64
wpi617z337n71914500,IC7.png,Right,30,58,22,34,46,28,107,49,12,34,2526,18,43,10,11,20,10,12,15,11,35,22,6,13,157,9,20,5,491,189
wpi617z337n71914500,IC8.png,Right,34,104,53,38,21,26,246,51,24,36,4017,42,41,24,16,36,22,16,9,13,83,22,12,13,226,18,19,9,740,288
wpi617z337n71914500,IC9.png,Right,37,57,58,50,51,55,38,15,24,24,5844,2,22,23,16,23,21,22,20,23,17,6,11,7,159,1,10,10,456,187
wpi617z337n71914500,P1.png,Left,15,15,58,5,8,23,67,36,32,17,2774,2,16,6,4,7,20,2,4,7,27,14,12,6,92,1,7,3,300,114
wpi617z337n71914500,P10.png,Right,22,73,55,31,22,40,201,102,34,59,1744,44,63,2,11,33,23,14,10,18,78,44,16,27,229,18,31,1,748,324
wpi617z337n71914500,P11.png,Right,56,145,63,17,38,45,127,97,37,62,2768,36,58,0,27,63,29,8,18,21,51,42,18,29,275,17,28,0,781,351
wpi617z337n71914500,P12.png,Right,78,131,61,44,35,38,328,87,34,80,3389,84,75,12,27,51,24,17,11,15,109,33,13,29,303,33,29,3,1087,394
wpi617z337n71914500,P2.png,Left,56,42,113,10,49,30,139,70,46,34,5061,70,54,15,21,14,40,4,21,11,53,26,17,14,216,26,19,6,728,272
wpi617z337n71914500,P3.png,Left,26,52,64,20,26,24,249,18,6,18,2613,29,51,13,13,25,26,10,13,12,96,8,3,9,211,13,25,5,596,258
wpi617z337n71914500,P4.png,Left,13,16,20,0,6,8,18,51,36,11,2277,10,12,11,5,6,10,0,3,3,8,21,15,5,76,3,6,5,212,90
wpi617z337n71914500,P5.png,Left,8,49,59,26,32,19,55,64,30,38,2948,13,17,11,4,10,26,12,12,9,24,24,13,15,134,4,7,5,421,165
wpi617z337n71914500,P6.png,Left,107,37,137,40,70,50,335,107,119,68,6898,82,94,30,45,16,53,17,27,19,116,40,46,25,378,34,39,13,1276,490
wpi617z337n71914500,P7.png,Right,101,23,63,69,81,44,181,35,6,19,6994,47,47,35,34,10,26,26,28,17,63,15,2,8,239,16,18,14,751,277
wpi617z337n71914500,P8.png,Right,17,24,14,12,4,4,52,13,8,4,1129,6,18,4,9,10,6,6,2,2,23,6,4,2,69,3,9,2,180,84
wpi617z337n71914500,P9.png,Right,155,210,102,160,105,97,820,166,131,131,12771,239,186,89,66,81,42,62,40,34,259,68,54,50,761,88,70,31,2591,945
wpi617v297313h20163,IC1.png,Left,0,6,16,2,2,2,133,0,0,4,497,22,24,0,0,3,7,1,1,1,38,0,0,2,58,9,11,0,211,73
wpi617v297313h20163,IC10.png,Right,0,23,6,8,2,2,18,6,2,8,411,0,2,0,0,10,3,4,1,1,8,3,1,4,31,0,1,0,77,36
wpi617v297313h20163,IC11.png,Right,6,83,12,11,2,27,120,32,8,8,1171,22,57,0,3,31,5,5,1,12,46,13,3,4,125,9,25,0,388,157
wpi617v297313h20163,IC12.png,Right,4,24,12,2,2,2,74,18,13,8,947,14,16,0,2,10,4,1,1,1,25,7,6,4,59,7,6,0,189,74
wpi617v297313h20163,IC2.png,Left,4,67,102,18,26,52,303,21,16,31,2340,12,66,28,2,32,42,8,12,21,91,8,8,13,218,6,27,11,746,281
wpi617v297313h20163,IC3.png,Left,2,41,81,12,10,4,178,2,2,6,964,4,24,0,1,19,30,5,4,2,58,1,1,3,111,2,10,0,366,136
wpi617v297313h20163,IC4.png,Left,1,4,58,4,2,12,47,4,2,4,436,4,28,2,1,2,25,2,1,5,16,2,1,2,58,2,12,1,172,72
wpi617v297313h20163,IC5.png,Left,4,42,28,18,14,30,117,2,2,4,1044,14,22,4,2,20,10,6,7,15,42,1,1,2,95,7,10,2,301,125
wpi617v297313h20163,IC6.png,Left,2,8,16,8,10,2,123,7,2,4,747,18,4,2,1,4,7,4,5,1,34,3,1,2,63,7,2,1,206,72
wpi617v297313h20163,IC7.png,Right,8,36,2,8,0,4,69,22,6,4,510,6,18,0,4,15,1,3,0,2,26,10,3,2,60,2,8,0,183,76
wpi617v297313h20163,IC8.png,Right,0,113,4,30,2,8,172,78,6,38,1989,20,72,10,0,46,2,13,1,4,58,33,3,19,179,9,31,4,553,223
wpi617v297313h20163,IC9.png,Right,6,113,6,32,8,22,268,54,8,27,1892,34,70,4,3,40,3,13,4,10,89,23,4,12,186,15,30,2,652,248
wpi617v297313h20163,P1.png,Left,2,10,26,2,0,2,71,0,0,2,306,8,20,0,1,5,11,1,0,1,29,0,0,1,52,3,9,0,143,61
wpi617v297313h20163,P10.png,Right,6,19,0,3,0,2,46,6,0,8,418,26,16,0,3,8,0,1,0,1,13,3,0,4,41,9,6,0,132,48
wpi617v297313h20163,P11.png,Right,9,104,12,38,16,22,211,57,21,47,1652,21,45,18,3,41,6,15,8,11,70,26,8,22,184,10,20,8,621,248
wpi617v297313h20163,P12.png,Right,23,51,20,14,2,22,131,27,6,23,1014,12,30,0,6,19,8,7,1,9,44,13,3,11,112,6,15,0,361,142
wpi617v297313h20163,P2.png,Left,19,72,212,44,44,42,199,34,14,54,2604,18,45,4,9,30,81,22,19,19,66,15,7,26,261,8,19,2,801,323
wpi617v297313h20163,P3.png,Left,12,18,36,6,13,14,183,10,0,18,1047,18,55,13,6,8,17,3,6,7,56,5,0,9,113,8,24,5,396,154
wpi617v297313h20163,P4.png,Left,27,16,14,0,0,2,70,6,0,0,505,18,25,0,10,7,5,0,0,1,24,3,0,0,52,8,8,0,178,66
wpi617v297313h20163,P5.png,Left,8,16,11,0,6,18,64,4,0,0,904,4,7,0,3,5,5,0,2,7,24,1,0,0,44,2,3,0,138,52
wpi617v297313h20163,P6.png,Left,13,29,70,12,40,28,133,6,4,4,1285,12,29,4,6,13,27,5,16,9,48,3,2,2,118,5,12,2,384,150
wpi617v297313h20163,P7.png,Right,7,134,23,49,19,30,201,28,35,47,2193,26,104,10,3,55,10,19,9,13,73,13,17,20,223,13,39,5,713,289
wpi617v297313h20163,P8.png,Right,22,99,8,22,10,16,315,47,4,27,2119,59,57,0,10,37,4,9,5,7,112,19,2,11,206,27,27,0,686,270
wpi617v297313h20163,P9.png,Right,8,23,2,14,0,0,84,18,12,17,736,10,24,0,4,10,1,6,0,0,30,7,6,4,65,5,12,0,212,85
wpi6173377gk2367722,IC1.png,Left,4,6,60,14,58,26,24,4,12,30,1388,6,22,30,2,3,24,6,26,12,10,2,6,15,95,3,10,12,296,131
wpi6173377gk2367722,IC10.png,Right,10,18,4,6,14,6,11,4,0,3,247,13,10,0,3,5,2,3,4,3,6,2,0,1,34,6,5,0,99,40
wpi6173377gk2367722,IC11.png,Right,16,37,32,34,12,30,6,8,6,8,431,4,14,8,4,16,10,14,6,13,3,4,2,4,71,2,6,4,215,88
wpi6173377gk2367722,IC12.png,Right,2,12,2,38,4,12,32,2,2,10,418,16,16,18,1,4,1,16,2,6,12,1,1,3,50,7,8,6,166,68
wpi6173377gk2367722,IC2.png,Left,14,6,18,2,16,12,22,30,29,14,835,6,12,8,5,3,9,1,8,5,9,11,11,7,69,2,6,4,189,81
wpi6173377gk2367722,IC3.png,Left,2,4,28,2,42,6,10,9,2,6,364,4,6,20,1,2,13,1,16,2,5,3,1,3,40,2,3,7,141,59
wpi6173377gk2367722,IC4.png,Left,8,4,10,6,46,4,28,26,18,26,821,20,10,36,4,2,5,2,19,2,11,11,9,11,81,7,5,13,242,101
wpi6173377gk2367722,IC5.png,Left,10,0,8,4,20,4,10,4,6,10,280,10,6,20,5,0,4,1,7,2,5,2,3,5,39,4,3,8,112,49
wpi6173377gk2367722,IC6.png,Left,10,2,50,7,29,12,42,20,20,22,754,2,32,6,5,1,21,4,13,5,12,10,10,10,79,1,14,3,254,109
wpi6173377gk2367722,IC7.png,Right,12,14,35,14,36,18,14,4,0,6,685,6,2,8,6,7,16,6,13,8,5,2,0,3,60,3,1,4,169,74
wpi6173377gk2367722,IC8.png,Right,16,14,12,22,16,14,2,0,8,2,656,8,10,32,7,6,5,8,8,7,1,0,4,1,63,4,5,15,156,71
wpi6173377gk2367722,IC9.png,Right,12,18,9,16,8,8,10,2,2,3,516,14,4,8,5,7,4,6,3,4,4,1,1,2,35,4,2,4,114,47
wpi6173377gk2367722,P1.png,Left,6,8,42,8,38,28,12,10,22,24,604,5,15,2,3,4,21,4,18,11,4,5,10,10,75,3,7,1,220,101
wpi6173377gk2367722,P10.png,Right,2,63,40,53,66,54,72,24,16,27,1121,8,26,14,1,29,18,23,25,22,25,10,6,14,155,4,13,7,465,197
wpi6173377gk2367722,P11.png,Right,0,46,10,28,12,12,74,58,32,42,851,4,9,8,0,22,5,12,6,6,32,29,14,20,116,2,4,4,335,156
wpi6173377gk2367722,P12.png,Right,24,139,18,62,17,28,274,134,38,76,2280,44,84,24,11,57,8,24,8,14,98,58,18,36,301,22,37,12,962,403
wpi6173377gk2367722,P2.png,Left,18,52,98,34,78,20,116,33,14,33,2078,12,30,16,8,21,37,12,31,10,44,16,7,16,169,6,15,7,554,230
wpi6173377gk2367722,P3.png,Left,0,40,24,8,36,36,38,10,6,16,1991,4,6,19,0,16,11,4,14,15,12,2,2,6,77,2,3,9,243,96
wpi6173377gk2367722,P4.png,Left,14,70,140,34,93,60,98,80,52,96,2116,12,42,34,7,29,56,15,43,28,32,30,24,45,260,6,18,14,825,347
wpi6173377gk2367722,P5.png,Left,2,0,12,0,2,0,32,0,2,6,115,6,15,0,1,0,6,0,1,0,9,0,1,2,20,2,7,0,77,29
wpi6173377gk2367722,P6.png,Left,0,24,48,22,26,12,50,4,4,4,520,2,8,8,0,11,20,9,10,6,20,2,2,2,71,1,4,4,212,91
wpi6173377gk2367722,P7.png,Right,2,26,6,34,14,14,52,14,12,10,579,4,12,4,1,9,3,16,7,7,17,7,5,5,67,2,5,2,204,86
wpi6173377gk2367722,P8.png,Right,0,32,2,14,0,2,54,55,24,20,618,2,8,6,0,11,1,6,0,1,20,24,12,10,74,1,4,3,219,93
wpi6173377gk2367722,P9.png,Right,24,128,38,90,66,38,257,76,30,68,2003,28,64,32,11,53,17,36,26,17,94,37,13,31,299,14,31,15,939,395
wpi6j1740370837d880,CC1.png,Left,6,6,4,15,16,8,12,0,12,6,580,0,4,16,3,2,2,6,6,4,6,0,6,3,37,0,2,5,105,45
wpi6j1740370837d880,CC10.png,Right,2,4,17,18,42,8,22,12,2,10,587,0,2,4,1,2,8,8,19,4,9,6,1,5,56,0,1,2,143,66
wpi6j1740370837d880,CC11.png,Right,4,6,4,20,14,6,39,6,6,12,430,5,10,12,2,3,2,10,5,3,12,3,3,6,45,2,4,6,144,61
wpi6j1740370837d880,CC12.png,Right,6,28,12,32,12,4,59,28,24,14,628,2,8,8,3,12,6,15,5,2,18,8,11,6,83,1,4,4,237,95
wpi6j1740370837d880,CC2.png,Left,2,15,8,18,22,12,20,4,20,14,709,2,2,10,1,7,4,8,11,6,8,2,10,7,58,1,1,5,149,71
wpi6j1740370837d880,CC3.png,Left,12,82,52,28,22,33,140,24,14,8,1941,6,20,0,6,31,24,14,11,15,52,12,6,4,142,3,8,0,441,186
wpi6j1740370837d880,CC4.png,Left,14,34,64,16,40,22,107,30,46,42,2233,26,28,24,6,17,25,7,20,9,43,14,23,20,172,12,12,11,493,219
wpi6j1740370837d880,CC5.png,Left,14,36,47,32,36,20,150,18,22,22,1241,24,15,2,7,17,23,12,11,9,48,8,10,11,129,12,7,1,438,176
wpi6j1740370837d880,CC6.png,Left,2,38,38,27,8,18,41,14,10,17,984,0,12,4,1,17,17,12,4,7,16,7,4,7,73,0,6,1,229,99
wpi6j1740370837d880,CC7.png,Right,0,52,8,12,0,12,75,36,46,36,1105,8,22,10,0,23,3,6,0,6,25,13,21,17,99,4,8,5,317,131
wpi6j1740370837d880,CC8.png,Right,2,28,10,52,8,24,104,46,22,22,768,4,16,8,1,13,5,23,4,10,33,20,10,8,100,2,8,4,346,141
wpi6j1740370837d880,CC9.png,Right,10,26,12,32,20,10,44,64,36,47,1562,4,10,16,5,12,6,16,9,5,20,24,15,20,115,2,5,8,331,147
wpi6j1740370837d880,P1.png,Left,8,39,48,70,83,40,58,10,22,28,1507,6,12,24,4,19,23,30,31,19,17,5,10,13,151,3,6,10,448,190
wpi6j1740370837d880,P10.png,Right,16,12,10,12,2,14,46,38,18,8,1714,8,8,4,7,6,5,6,1,6,19,17,8,4,76,4,4,2,196,89
wpi6j1740370837d880,P11.png,Right,0,6,0,6,4,2,37,40,10,14,1200,2,2,0,0,3,0,3,2,1,13,17,5,7,44,1,1,0,123,53
wpi6j1740370837d880,P12.png,Right,6,68,40,48,16,28,95,120,52,50,1971,0,24,4,3,32,18,21,7,13,36,48,23,24,189,0,12,2,551,239
wpi6j1740370837d880,P2.png,Left,2,52,32,35,18,22,34,8,8,16,2097,14,14,2,1,19,14,15,9,11,13,4,4,8,95,7,7,1,257,113
wpi6j1740370837d880,P3.png,Left,18,28,84,32,42,54,68,44,2,34,1073,16,22,0,9,14,32,15,18,23,23,19,1,14,134,8,11,0,444,187
wpi6j1740370837d880,P4.png,Left,29,8,40,0,0,8,82,36,2,4,1033,6,48,4,14,4,18,0,0,4,27,14,1,2,93,3,21,2,267,110
wpi6j1740370837d880,P5.png,Left,4,22,34,18,34,12,53,36,28,12,941,4,10,12,2,10,16,9,16,5,18,14,8,4,96,2,5,5,279,114
wpi6j1740370837d880,P6.png,Left,2,2,0,0,2,2,0,4,0,0,989,2,0,0,1,1,0,0,1,1,0,2,0,0,8,1,0,0,14,7
wpi6j1740370837d880,P7.png,Right,2,18,10,14,4,8,103,62,18,12,1180,4,16,0,1,9,4,7,2,4,43,26,9,6,104,2,7,0,271,120
wpi6j1740370837d880,P8.png,Right,10,46,28,24,24,26,76,40,44,18,1408,14,18,0,5,21,13,11,12,13,31,17,20,9,137,7,9,0,368,168
wpi6j1740370837d880,P9.png,Right,10,24,16,20,16,12,53,28,16,24,1488,0,8,18,5,12,6,10,8,6,20,12,8,12,91,0,4,7,245,110
wpi61741l12551188a2,CC1.png,Left,3,53,17,31,3,12,52,3,2,7,1752,20,7,0,2,26,9,14,3,7,28,2,1,5,97,13,4,0,210,114
wpi61741l12551188a2,CC10.png,Right,0,1,0,0,0,0,6,8,2,2,760,0,0,0,0,1,0,0,0,0,4,3,1,1,8,0,0,0,19,10
wpi61741l12551188a2,CC11.png,Right,2,44,3,10,3,0,308,177,29,39,3485,10,20,2,1,24,2,6,2,0,131,98,15,23,270,6,11,1,647,320
wpi61741l12551188a2,CC12.png,Right,0,7,0,4,2,0,28,10,3,5,2158,5,2,0,0,4,0,2,1,0,16,5,2,3,30,3,2,0,66,38
wpi61741l12551188a2,CC2.png,Left,0,28,13,27,19,16,62,0,2,5,1087,2,3,4,0,17,5,15,10,10,26,0,2,3,73,1,1,3,181,93
wpi61741l12551188a2,CC3.png,Left,11,176,72,71,54,78,261,20,24,29,3147,15,27,31,6,84,38,36,27,38,108,11,11,16,330,7,15,17,869,414
wpi61741l12551188a2,CC4.png,Left,0,30,12,7,0,7,47,0,0,0,995,6,5,0,0,18,5,4,0,5,21,0,0,0,52,3,3,0,114,59
wpi61741l12551188a2,CC5.png,Left,3,82,23,20,11,34,155,0,0,9,2053,17,22,0,2,44,13,10,7,19,73,0,0,4,164,9,10,0,376,191
wpi61741l12551188a2,CC6.png,Left,30,67,65,10,24,30,200,23,7,8,2164,43,47,2,17,38,35,6,14,16,90,13,5,5,226,21,24,1,556,285
wpi61741l12551188a2,CC7.png,Right,0,4,2,2,0,0,9,7,2,0,950,0,0,2,0,2,1,1,0,0,4,5,1,0,13,0,0,1,28,15
wpi61741l12551188a2,CC8.png,Right,2,17,3,11,2,4,111,68,23,12,2592,5,11,7,1,9,2,9,1,3,48,34,12,8,123,3,8,4,276,142
wpi61741l12551188a2,CC9.png,Right,2,8,0,18,5,12,23,30,7,12,4063,0,6,6,1,5,0,11,3,7,13,14,4,6,59,0,4,3,129,71
wpi61741l12551188a2,P1.png,Left,1,64,70,11,7,20,166,6,2,9,1032,4,32,2,1,29,28,6,3,11,66,3,1,5,149,2,15,1,394,171
wpi61741l12551188a2,P10.png,Right,2,37,0,3,0,0,203,63,19,17,1344,15,9,0,1,16,0,2,0,0,76,31,8,10,133,8,5,0,368,157
wpi61741l12551188a2,P11.png,Right,9,135,23,30,5,7,550,152,36,50,3526,34,92,0,6,64,10,15,4,4,192,70,16,27,391,19,47,0,1123,474
wpi61741l12551188a2,P12.png,Right,0,71,8,16,0,15,196,126,11,41,1437,14,22,0,0,28,2,9,0,7,68,59,8,19,183,7,13,0,520,220
wpi61741l12551188a2,P2.png,Left,23,219,318,53,71,101,465,77,45,69,4100,41,122,19,11,102,143,30,40,58,184,40,21,40,612,24,61,8,1623,762
wpi61741l12551188a2,P3.png,Left,50,211,189,45,56,106,503,45,22,31,3981,56,97,17,23,92,86,24,28,54,188,19,13,17,503,29,52,6,1428,631
wpi61741l12551188a2,P4.png,Left,20,42,84,1,7,24,165,15,0,1,983,39,65,0,7,18,31,1,5,12,65,8,0,1,150,17,29,0,463,194
wpi61741l12551188a2,P5.png,Left,4,74,83,12,11,30,179,33,9,12,1121,8,31,0,3,29,35,5,5,16,62,16,5,6,169,4,20,0,486,206
wpi61741l12551188a2,P6.png,Left,26,148,129,38,39,105,274,15,16,38,2677,32,79,2,16,71,63,19,21,44,113,10,6,16,344,16,38,1,941,434
wpi61741l12551188a2,P7.png,Right,8,92,20,35,5,23,195,108,75,52,1939,11,22,10,4,44,13,17,3,11,79,45,38,28,237,5,13,7,656,307
wpi61741l12551188a2,P8.png,Right,11,104,7,10,0,12,220,75,9,16,1537,38,85,0,7,50,3,4,0,5,84,30,3,10,221,19,45,0,587,260
wpi61741l12551188a2,P9.png,Right,2,113,20,114,20,34,190,348,224,159,5542,4,29,17,1,53,11,52,9,18,81,165,118,79,493,1,16,8,1274,612
wpi61f7406g77677691,CC1.png,Left,0,8,4,6,0,4,36,0,0,0,124,0,0,0,0,3,1,3,0,2,13,0,0,0,17,0,0,0,58,22
wpi61f7406g77677691,CC10.png,Right,0,24,0,0,0,4,20,28,6,28,226,0,0,0,0,11,0,0,0,2,8,12,3,11,38,0,0,0,110,47
wpi61f7406g77677691,CC11.png,Right,0,15,2,0,0,6,18,2,6,0,137,0,2,0,0,6,1,0,0,2,6,1,2,0,18,0,1,0,51,19
wpi61f7406g77677691,CC12.png,Right,0,2,0,2,0,0,56,8,0,0,96,0,6,0,0,1,0,1,0,0,10,4,0,0,16,0,3,0,74,19
wpi61f7406g77677691,CC2.png,Left,2,6,4,0,0,6,32,0,0,0,156,0,6,0,1,2,2,0,0,3,10,0,0,0,14,0,3,0,56,21
wpi61f7406g77677691,CC3.png,Left,2,8,16,4,0,8,34,0,0,0,143,0,12,0,1,4,6,2,0,4,12,0,0,0,27,0,5,0,84,34
wpi61f7406g77677691,CC4.png,Left,0,46,24,12,4,18,74,2,4,0,467,0,14,0,0,19,10,4,2,7,24,1,2,0,57,0,4,0,198,73
wpi61f7406g77677691,CC5.png,Left,0,12,18,2,0,2,36,0,0,2,111,0,0,2,0,6,5,1,0,1,9,0,0,1,20,0,0,1,74,24
wpi61f7406g77677691,CC6.png,Left,0,8,17,4,0,2,44,0,0,0,102,0,4,0,0,4,6,1,0,1,12,0,0,0,20,0,2,0,79,26
wpi61f7406g77677691,CC7.png,Right,2,26,2,8,0,6,58,18,0,3,376,0,10,2,1,10,1,4,0,2,18,8,0,2,45,0,4,1,135,51
wpi61f7406g77677691,CC8.png,Right,0,18,0,8,4,0,16,12,12,14,263,0,0,0,0,8,0,4,2,0,7,4,4,4,25,0,0,0,84,33
wpi61f7406g77677691,CC9.png,Right,0,17,0,0,0,6,14,6,4,8,124,0,2,0,0,7,0,0,0,2,7,3,1,3,21,0,2,0,57,25
wpi61f7406g77677691,P1.png,Left,4,48,106,12,88,52,56,54,40,28,1113,8,24,8,1,16,37,5,29,20,21,15,14,13,151,4,10,4,528,189
wpi61f7406g77677691,P10.png,Right,2,18,2,8,4,2,90,14,0,8,479,6,10,0,1,8,1,4,2,1,29,5,0,4,55,2,5,0,164,62
wpi61f7406g77677691,P11.png,Right,0,55,6,2,2,18,79,22,2,16,585,8,18,2,0,17,3,1,1,8,28,7,1,6,71,3,9,1,230,85
wpi61f7406g77677691,P12.png,Right,9,22,8,10,18,18,150,14,2,15,1725,12,20,4,5,8,3,5,4,7,46,7,1,8,97,5,9,2,302,110
wpi61f7406g77677691,P2.png,Left,0,10,28,8,20,36,28,14,10,12,646,2,14,0,0,5,10,4,8,13,10,5,5,6,61,1,6,0,182,73
wpi61f7406g77677691,P3.png,Left,2,14,24,0,10,20,70,10,0,4,530,2,26,0,1,6,10,0,4,9,26,4,0,2,58,1,12,0,182,75
wpi61f7406g77677691,P4.png,Left,12,24,44,2,22,22,84,14,12,16,557,10,24,4,4,11,17,1,8,10,27,5,5,7,82,4,11,1,290,111
wpi61f7406g77677691,P5.png,Left,12,38,68,18,42,52,91,22,2,28,1387,22,34,14,5,19,29,8,14,23,34,10,1,12,138,11,17,6,443,189
wpi61f7406g77677691,P6.png,Left,4,35,42,4,8,12,140,4,12,4,831,22,46,0,2,14,15,2,4,5,46,2,4,2,103,8,21,0,333,125
wpi61f7406g77677691,P7.png,Right,10,48,12,14,26,10,99,64,8,46,971,28,38,0,3,20,5,5,9,4,33,25,4,15,113,12,17,0,403,152
wpi61f7406g77677691,P8.png,Right,0,64,6,22,22,18,74,48,12,24,904,10,8,0,0,25,3,9,7,9,22,21,4,10,100,5,3,0,308,118
wpi61f7406g77677691,P9.png,Right,0,41,4,24,2,0,31,12,2,6,371,4,44,2,0,14,2,10,1,0,12,5,1,3,50,2,13,1,172,64
wpi61i7304e00496415,CC1.png,Left,0,0,0,0,0,0,12,0,0,0,19,2,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,14,3
wpi61i7304e00496415,CC10.png,Right,0,0,0,0,5,0,5,0,0,0,21,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0,0,10,3
wpi61i7304e00496415,CC11.png,Right,4,0,0,0,0,0,2,0,0,0,14,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,6,2
wpi61i7304e00496415,CC12.png,Right,2,0,0,0,0,0,2,4,3,0,72,0,0,0,1,0,0,0,0,0,1,1,1,0,5,0,0,0,11,4
wpi61i7304e00496415,CC2.png,Left,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1
wpi61i7304e00496415,CC3.png,Left,0,0,0,0,0,0,2,0,0,0,32,2,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,4,2
wpi61i7304e00496415,CC4.png,Left,0,0,5,2,0,7,0,2,2,0,27,2,0,0,0,0,2,1,0,2,0,1,1,0,7,1,0,0,20,8
wpi61i7304e00496415,CC5.png,Left,0,0,0,0,0,0,2,2,0,0,23,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,4,2
wpi61i7304e00496415,CC6.png,Left,2,0,0,0,0,0,3,0,0,0,25,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,5,2
wpi61i7304e00496415,CC7.png,Right,6,0,0,0,0,0,0,0,0,0,23,0,4,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,10,3
wpi61i7304e00496415,CC8.png,Right,0,2,0,0,2,0,7,5,0,0,97,0,4,0,0,1,0,0,1,0,3,1,0,0,8,0,2,0,20,8
wpi61i7304e00496415,CC9.png,Right,0,0,0,0,0,0,5,0,0,0,21,2,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,7,3
wpi61i7304e00496415,P1.png,Left,0,0,5,2,0,0,2,0,0,0,22,0,0,0,0,0,2,1,0,0,1,0,0,0,4,0,0,0,9,4
wpi61i7304e00496415,P10.png,Right,0,0,0,0,0,0,9,10,0,6,29,0,2,0,0,0,0,0,0,0,3,4,0,3,9,0,1,0,27,11
wpi61i7304e00496415,P11.png,Right,0,0,0,0,0,0,0,0,2,6,27,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,8,3
wpi61i7304e00496415,P12.png,Right,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61i7304e00496415,P2.png,Left,0,0,4,0,0,0,0,2,3,0,25,0,0,3,0,0,2,0,0,0,0,1,1,0,4,0,0,1,12,5
wpi61i7304e00496415,P3.png,Left,0,4,0,0,0,2,7,0,0,0,32,0,0,0,0,2,0,0,0,1,2,0,0,0,5,0,0,0,13,5
