,Age,I18n,App Id,Build,Gender,Section,OS Version,Device Type,Handedness,Device Model,Games Scores,Install Mode,Participant ID,Client Time Zone,Games Play Count,Processor Count,Runtime Platform,System Memory Size,Times Finished Game,Graphics Device Name,Processor Frequency,Games Map Dialog Stage,Client Time Zone Offset,PID,Created At,Updated At
23,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Chrome 125,"[{'score': 30270.0, 'gameName': 'BRT', 'highScore': 30270.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 52140.0, 'gameName': 'Stroop', 'highScore': 52140.0}, {'score': 44880.0, 'gameName': 'TaskSwitch2', 'highScore': 44880.0}, {'score': 7100.0, 'gameName': 'SpatialSpanReverse', 'highScore': 7100.0}]",0,WPI6_1732f06186998p5,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)",0,2,-5,WPI6_1732f06186998p5,2024-11-20T00:19:32.000000Z,2024-11-20T00:33:27.000000Z
24,18,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,LEFT,Chrome 129,"[{'score': 39300.0, 'gameName': 'BRT', 'highScore': 39300.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 27830.0, 'gameName': 'Stroop', 'highScore': 27830.0}, {'score': 62640.0, 'gameName': 'TaskSwitch2', 'highScore': 62640.0}, {'score': 5680.0, 'gameName': 'SpatialSpanReverse', 'highScore': 5680.0}]",0,WPI6_1c730p668698806,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) UHD Graphics (0x00008A56) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1c730p668698806,2024-11-03T21:19:32.000000Z,2024-11-03T21:34:51.000000Z
25,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 130,"[{'score': 33920.0, 'gameName': 'BRT', 'highScore': 33920.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 31090.0, 'gameName': 'Stroop', 'highScore': 31090.0}, {'score': 42750.0, 'gameName': 'TaskSwitch2', 'highScore': 42750.0}, {'score': 5680.0, 'gameName': 'SpatialSpanReverse', 'highScore': 5680.0}]",0,WPI6_17gc32670874638,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x000046A6) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_17gc32670874638,2024-11-27T01:28:58.000000Z,2024-11-27T01:44:00.000000Z
26,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10.15,3,LEFT,Firefox 133,"[{'score': 60040.0, 'gameName': 'BRT', 'highScore': 60040.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 27750.0, 'gameName': 'Stroop', 'highScore': 27750.0}, {'score': 33940.0, 'gameName': 'TaskSwitch2', 'highScore': 33940.0}, {'score': 5680.0, 'gameName': 'SpatialSpanReverse', 'highScore': 5680.0}]",0,WPI6_17m3326052i0740,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,256,1,"Apple M1, or similar",0,2,-5,WPI6_17m3326052i0740,2024-12-03T21:15:49.000000Z,2024-12-03T21:31:19.000000Z
27,18,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 20710.0, 'gameName': 'BRT', 'highScore': 20710.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 26800.0, 'gameName': 'Stroop', 'highScore': 26800.0}, {'score': 25100.0, 'gameName': 'TaskSwitch2', 'highScore': 25100.0}, {'score': 6390.0, 'gameName': 'SpatialSpanReverse', 'highScore': 6390.0}]",0,WPI6_173g35w09397341,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) Arc(TM) Graphics (0x00007D55) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_173g35w09397341,2024-12-06T18:24:02.000000Z,2024-12-06T18:39:20.000000Z
28,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 32020.0, 'gameName': 'BRT', 'highScore': 32020.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 65050.0, 'gameName': 'Stroop', 'highScore': 65050.0}, {'score': 9960.0, 'gameName': 'TaskSwitch2', 'highScore': 9960.0}]",0,WPI6_173q326165q8542,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 0, 'lastPlaySession': -1}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,0,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x000046A6) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,1,-5,WPI6_173q326165q8542,2024-12-03T21:35:32.000000Z,2024-12-03T21:45:46.000000Z
29,23,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 29820.0, 'gameName': 'BRT', 'highScore': 29820.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 27770.0, 'gameName': 'Stroop', 'highScore': 27770.0}]",0,WPI6_173d3427z111169,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 0, 'lastPlaySession': -1}, {'gameName': 'TaskSwitch2', 'playCount': 0, 'lastPlaySession': -1}]",1,17,256,0,"ANGLE (Intel, Intel(R) UHD Graphics 630 (0x00003E9B) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,1,-5,WPI6_173d3427z111169,2024-12-05T19:32:49.000000Z,2024-12-05T19:38:52.000000Z
30,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Safari 17.2,"[{'score': 42190.0, 'gameName': 'BRT', 'highScore': 42190.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 68430.0, 'gameName': 'Stroop', 'highScore': 68430.0}, {'score': 46510.0, 'gameName': 'TaskSwitch2', 'highScore': 46510.0}, {'score': 7810.0, 'gameName': 'SpatialSpanReverse', 'highScore': 7810.0}]",0,WPI6_t173k3427113063,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,Apple GPU,0,2,-5,WPI6_t173k3427113063,2024-12-05T19:32:31.000000Z,2024-12-05T19:47:09.000000Z
31,18,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 42780.0, 'gameName': 'BRT', 'highScore': 42780.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 52500.0, 'gameName': 'Stroop', 'highScore': 52500.0}, {'score': 58350.0, 'gameName': 'TaskSwitch2', 'highScore': 58350.0}, {'score': 12070.0, 'gameName': 'SpatialSpanReverse', 'highScore': 12070.0}]",0,WPI6_q1r733262180904,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) Graphics (0x00007D45) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_q1r733262180904,2024-12-03T21:44:23.000000Z,2024-12-03T22:02:10.000000Z
32,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Chrome 130,"[{'score': 31480.0, 'gameName': 'BRT', 'highScore': 31480.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 36950.0, 'gameName': 'Stroop', 'highScore': 36950.0}, {'score': 24880.0, 'gameName': 'TaskSwitch2', 'highScore': 24880.0}, {'score': 7100.0, 'gameName': 'SpatialSpanReverse', 'highScore': 7100.0}]",0,WPI6_173377gk2367722,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)",0,2,-5,WPI6_173377gk2367722,2024-12-09T19:28:52.000000Z,2024-12-09T19:51:48.000000Z
33,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Chrome 129,"[{'score': 32360.0, 'gameName': 'BRT', 'highScore': 32360.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 49930.0, 'gameName': 'Stroop', 'highScore': 49930.0}, {'score': 59510.0, 'gameName': 'TaskSwitch2', 'highScore': 59510.0}, {'score': 8520.0, 'gameName': 'SpatialSpanReverse', 'highScore': 8520.0}]",0,WPI6_1732n11706z1483,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)",0,2,-5,WPI6_1732n11706z1483,2024-11-20T15:38:16.000000Z,2024-11-20T16:17:07.000000Z
34,18,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 23760.0, 'gameName': 'BRT', 'highScore': 23760.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 16950.0, 'gameName': 'Stroop', 'highScore': 16950.0}, {'score': 7080.0, 'gameName': 'TaskSwitch2', 'highScore': 7080.0}, {'score': 5680.0, 'gameName': 'SpatialSpanReverse', 'highScore': 5680.0}]",0,WPI6_1c73t3962767618,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) UHD Graphics (0x0000A7A8) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1c73t3962767618,2024-12-12T01:44:35.000000Z,2024-12-12T02:02:27.000000Z
35,18,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Chrome 131,"[{'score': 33140.0, 'gameName': 'BRT', 'highScore': 33140.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 72620.0, 'gameName': 'Stroop', 'highScore': 72620.0}, {'score': 46770.0, 'gameName': 'TaskSwitch2', 'highScore': 46770.0}, {'score': 7100.0, 'gameName': 'SpatialSpanReverse', 'highScore': 7100.0}]",0,WPI6_17338x618132w85,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)",0,2,-5,WPI6_17338x618132w85,2024-12-10T20:18:17.000000Z,2024-12-10T20:35:09.000000Z
36,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Safari 18.1,"[{'score': 23480.0, 'gameName': 'BRT', 'highScore': 23480.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 28830.0, 'gameName': 'Stroop', 'highScore': 28830.0}, {'score': 48320.0, 'gameName': 'TaskSwitch2', 'highScore': 48320.0}, {'score': 5680.0, 'gameName': 'SpatialSpanReverse', 'highScore': 5680.0}]",0,WPI6_17321252q35c400,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,Apple GPU,0,2,-5,WPI6_17321252q35c400,2024-11-20T17:54:27.000000Z,2024-11-20T18:08:29.000000Z
37,21,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,LEFT,Chrome 131,"[{'score': 26110.0, 'gameName': 'BRT', 'highScore': 26110.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 86290.0, 'gameName': 'Stroop', 'highScore': 86290.0}, {'score': 48390.0, 'gameName': 'TaskSwitch2', 'highScore': 48390.0}, {'score': 8520.0, 'gameName': 'SpatialSpanReverse', 'highScore': 8520.0}]",0,WPI6_17321k3341129z9,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,256,1,"ANGLE (AMD, AMD Radeon(TM) Graphics (0x00001638) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_17321k3341129z9,2024-11-20T20:10:33.000000Z,2024-11-20T20:24:34.000000Z
38,18,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,LEFT,Chrome 131,"[{'score': 36810.0, 'gameName': 'BRT', 'highScore': 36810.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 29130.0, 'gameName': 'Stroop', 'highScore': 29130.0}, {'score': 39520.0, 'gameName': 'TaskSwitch2', 'highScore': 39520.0}, {'score': 7810.0, 'gameName': 'SpatialSpanReverse', 'highScore': 7810.0}]",0,WPI6_1wq733864020191,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) UHD Graphics (0x0000A721) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1wq733864020191,2024-12-10T20:55:00.000000Z,2024-12-10T21:11:06.000000Z
